	entity	entity_id	n_properties	pattern_type	sentence	speaker	speaker_id	to_resolve	frequency	combination_type	combination_id
452	Tilly	367	1	person	This person is the ex-girlfriend of Eddie Menuek.	average	---	(1, 1)	---	relations	Tilly_198
453	Tilly	367	1	I	I am the ex-girlfriend of Eddie Menuek.	Tilly	367	(0, 0)	---	relations	Tilly_198
454	Janice Litman Goralnik	168	1	person	This person is the ex-girlfriend of Chandler Bing.	average	---	(1, 1)	---	relations	Janice_Litman_Goralnik_199
455	Janice Litman Goralnik	168	1	I	I am the ex-girlfriend of Chandler Bing.	Janice Litman Goralnik	168	(0, 0)	---	relations	Janice_Litman_Goralnik_199
456	Cathy	57	1	person	This person is a directors assistant.	average	---	(1, 1)	---	attributes	Cathy_200
457	Cathy	57	1	I	I am a directors assistant.	Cathy	57	(0, 0)	---	attributes	Cathy_200
458	Caroline Duffy	54	1	person	This person is a cartoonist.	average	---	(1, 1)	---	attributes	Caroline_Duffy_201
459	Caroline Duffy	54	1	I	I am a cartoonist.	Caroline Duffy	54	(0, 0)	---	attributes	Caroline_Duffy_201
460	Susan Bunch	358	1	person	This person is the wife of Carol Willick.	average	---	(1, 1)	---	relations	Susan_Bunch_202
461	Susan Bunch	358	1	I	I am the wife of Carol Willick.	Susan Bunch	358	(0, 0)	---	relations	Susan_Bunch_202
462	Susan Bunch	358	1	person	This person is the wife of Carol Willick.	average	---	(1, 1)	---	relations	Susan_Bunch_203
463	Susan Bunch	358	1	I	I am the wife of Carol Willick.	Susan Bunch	358	(0, 0)	---	relations	Susan_Bunch_203
464	Gloria Tribbiani	143	1	person	This person is the wife of Joey Tribbiani Sr..	average	---	(1, 1)	---	relations	Gloria_Tribbiani_204
465	Gloria Tribbiani	143	1	I	I am the wife of Joey Tribbiani Sr..	Gloria Tribbiani	143	(0, 0)	---	relations	Gloria_Tribbiani_204
466	Gloria Tribbiani	143	1	person	This person is the wife of Joey Tribbiani Sr..	average	---	(1, 1)	---	relations	Gloria_Tribbiani_205
467	Gloria Tribbiani	143	1	I	I am the wife of Joey Tribbiani Sr..	Gloria Tribbiani	143	(0, 0)	---	relations	Gloria_Tribbiani_205
468	Gloria Tribbiani	143	1	person	This person is the mother of Joey Tribbiani Jr..	average	---	(1, 1)	---	relations	Gloria_Tribbiani_206
469	Gloria Tribbiani	143	1	I	I am the mother of Joey Tribbiani Jr..	Gloria Tribbiani	143	(0, 0)	---	relations	Gloria_Tribbiani_206
470	Bob (Chandler's coworker)	42	1	person	This person is a data processor.	average	---	(1, 1)	---	attributes	Bob_(Chandler's_coworker)_207
471	Bob (Chandler's coworker)	42	1	I	I am a data processor.	Bob (Chandler's coworker)	42	(0, 0)	---	attributes	Bob_(Chandler's_coworker)_207
472	Jill Green	176	1	person	This person is the step-aunt of Ben Geller.	average	---	(1, 1)	---	relations	Jill_Green_208
473	Jill Green	176	1	I	I am the step-aunt of Ben Geller.	Jill Green	176	(0, 0)	---	relations	Jill_Green_208
474	Jill Green	176	1	person	This person is the sister-in-law of Ross Geller.	average	---	(1, 1)	---	relations	Jill_Green_209
475	Jill Green	176	1	I	I am the sister-in-law of Ross Geller.	Jill Green	176	(0, 0)	---	relations	Jill_Green_209
476	Jill Green	176	1	person	This person is the sister of Rachel Green.	average	---	(1, 1)	---	relations	Jill_Green_210
477	Jill Green	176	1	I	I am the sister of Rachel Green.	Jill Green	176	(0, 0)	---	relations	Jill_Green_210
478	Barry Farber	29	1	person	This person is the ex-fiancé of Rachel Green.	average	---	(1, 1)	---	relations	Barry_Farber_211
479	Barry Farber	29	1	I	I am the ex-fiancé of Rachel Green.	Barry Farber	29	(0, 0)	---	relations	Barry_Farber_211
480	Barry Farber	29	1	person	This person is an orthodontist.	average	---	(1, 1)	---	attributes	Barry_Farber_212
481	Barry Farber	29	1	I	I am an orthodontist.	Barry Farber	29	(0, 0)	---	attributes	Barry_Farber_212
482	Barry Farber	29	1	person	This person is the ex-husband of Mindy Hunter.	average	---	(1, 1)	---	relations	Barry_Farber_213
483	Barry Farber	29	1	I	I am the ex-husband of Mindy Hunter.	Barry Farber	29	(0, 0)	---	relations	Barry_Farber_213
484	Ethan	123	1	person	This person is the boyfriend of Aurora.	average	---	(1, 1)	---	relations	Ethan_214
485	Ethan	123	1	I	I am the boyfriend of Aurora.	Ethan	123	(0, 0)	---	relations	Ethan_214
486	Rick	320	1	person	This person is the husband of Aurora.	average	---	(1, 1)	---	relations	Rick_215
487	Rick	320	1	I	I am the husband of Aurora.	Rick	320	(0, 0)	---	relations	Rick_215
488	Aurora	26	1	person	This person is a former israeli soldier.	average	---	(1, 1)	---	attributes	Aurora_216
489	Aurora	26	1	I	I am a former israeli soldier.	Aurora	26	(0, 0)	---	attributes	Aurora_216
490	Aunt Lillian	23	1	person	This person is the sister-in-law of Jack Geller.	average	---	(1, 1)	---	relations	Aunt_Lillian_217
491	Aunt Lillian	23	1	I	I am the sister-in-law of Jack Geller.	Aunt Lillian	23	(0, 0)	---	relations	Aunt_Lillian_217
492	Aunt Lillian	23	1	person	This person is the sister of Judy Geller.	average	---	(1, 1)	---	relations	Aunt_Lillian_218
493	Aunt Lillian	23	1	I	I am the sister of Judy Geller.	Aunt Lillian	23	(0, 0)	---	relations	Aunt_Lillian_218
494	Aunt Sylvia	25	1	person	This person is the sister of Jack Geller.	average	---	(1, 1)	---	relations	Aunt_Sylvia_219
495	Aunt Sylvia	25	1	I	I am the sister of Jack Geller.	Aunt Sylvia	25	(0, 0)	---	relations	Aunt_Sylvia_219
